Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Contaminant	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Razor Peptides	Abundances (Normalized): F1: Sample	Abundances (Normalized): F2: Sample	Abundances (Normalized): F3: Sample	Abundances (Normalized): F4: Sample	Abundances (Normalized): F5: Sample	Abundances (Normalized): F6: Sample	Abundances (Normalized): F7: Sample	Abundances (Normalized): F8: Sample	Abundances (Normalized): F9: Sample	Abundances (Normalized): F10: Sample	Abundances (Normalized): F11: Sample	Abundances (Normalized): F12: Sample	Found in Sample: [S1] F1: Sample	Found in Sample: [S2] F2: Sample	Found in Sample: [S3] F3: Sample	Found in Sample: [S4] F4: Sample	Found in Sample: [S5] F5: Sample	Found in Sample: [S6] F6: Sample	Found in Sample: [S7] F7: Sample	Found in Sample: [S8] F8: Sample	Found in Sample: [S9] F9: Sample	Found in Sample: [S10] F10: Sample	Found in Sample: [S11] F11: Sample	Found in Sample: [S12] F12: Sample	# Protein Groups	Modifications
FALSE	High	Master Protein	Q6ZMB5	Transmembrane protein 184A OS=Homo sapiens OX=9606 GN=TMEM184A PE=1 SV=1	0.003	FALSE	4.035	5	1	1	1	413	45.7	8.12	0	1	0	37935.12652	28292.61188	36954.71439	67041.39981	57667.967		27597.85993						Peak Found	Peak Found	Peak Found	Peak Found	High	Not Found	Peak Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	Q9Y2H5	Pleckstrin homology domain-containing family A member 6 OS=Homo sapiens OX=9606 GN=PLEKHA6 PE=1 SV=4	0.008	FALSE	2.842	1	1	2	1	1048	117.1	9.1	0	1	0		53737.42841	37466.8427				31273.85131	52124.68359	35824.42749		48797.40124	36907.65294	Not Found	Peak Found	Peak Found	Not Found	Not Found	Not Found	High	High	Peak Found	Not Found	Peak Found	Peak Found	1	
FALSE	High	Master Protein	A4D161	Protein FAM221A OS=Homo sapiens OX=9606 GN=FAM221A PE=1 SV=1	0.001	FALSE	5.427	4	1	9	1	298	33.1	6.74	0	1	0	55753.00546	42165.98456	37854.71144	45113.52519	42305.0486	60483.62665	52017.94868	50335.9375	63434.73615	85668.03704	83394.81426	98136.08766	High	Peak Found	Peak Found	Peak Found	High	High	High	Peak Found	High	High	High	High	1	
FALSE	Medium	Master Protein	Q8N5C8	TGF-beta-activated kinase 1 and MAP3K7-binding protein 3 OS=Homo sapiens OX=9606 GN=TAB3 PE=1 SV=3	0.029	FALSE	2.194	2	1	2	1	712	78.6	8.54	0	1	0	46461.93503	48115.67876	37931.5649	40443.30952	40333.92002	39119.78561	39074.20842	44639.40625	41919.99962	47275.43334	58123.97052	63454.72681	High	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	Medium	Master Protein	Q9BQT8	Mitochondrial 2-oxodicarboxylate carrier OS=Homo sapiens OX=9606 GN=SLC25A21 PE=1 SV=1	0.023	FALSE	2.309	3	1	4	1	299	33.3	9.51	0	1	0	35345.69331	38197.4313	38264.32628	42172.07452	32127.11393	27415.03165	29627.11693	34359.29688	28346.79745	43717.0322	31604.82232	23295.28294	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	High	High	High	1	
FALSE	Medium	Master Protein	P35869	Aryl hydrocarbon receptor OS=Homo sapiens OX=9606 GN=AHR PE=1 SV=2	0.041	FALSE	2.062	1	1	1	1	848	96.1	6.38	0	1	0	47512.44888	47060.93584	38331.09728	75975.51271	60515.07529	75329.37204	89524.58152	101384.9141	108514.3974		50192.88074		Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Not Found	Peak Found	Not Found	1	
FALSE	High	Master Protein	Q9C0B7	Transport and Golgi organization protein 6 homolog OS=Homo sapiens OX=9606 GN=TANGO6 PE=1 SV=2	0.009	FALSE	2.749	2	1	3	1	1094	120.7	6.11	0	1	0	39612.41909	29600.05962	38357.51153	40258.70225	28773.41437	40810.74504	35157.92377	32300.27734	44807.81133	60124.10866	54725.79538	50283.46071	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	1	
FALSE	Medium	Master Protein	Q9UBS9	SUN domain-containing ossification factor OS=Homo sapiens OX=9606 GN=SUCO PE=1 SV=1	0.013	FALSE	2.537	1	1	3	1	1254	139.3	5.01	0	1	0	47760.35802	35626.43544	38612.39316	54616.3352	48653.9375	46376.79211	51784.11744	50846.52734	43926.1853	50651.47395	51582.46466	42993.59285	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	Low	Master Protein	Q8IZF6	Adhesion G-protein coupled receptor G4 OS=Homo sapiens OX=9606 GN=ADGRG4 PE=2 SV=2	0.052	FALSE	1.962	1	1	1	1	3080	333.2	6.21	0	1	0	68444.92574	103993.6236	39116.04715	78961.1967	130909.1848	122842.4627	86853.45878	177447.3281			52280.91693		Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Not Found	Not Found	Peak Found	Not Found	1	
FALSE	High	Master Protein	Q86Y91	Kinesin-like protein KIF18B OS=Homo sapiens OX=9606 GN=KIF18B PE=1 SV=4	0	FALSE	10.18	7	3	8	2	852	93	8.62	0	3	0	44895.88626	44495.8227	39339.18912	29968.07421	35042.43212	37409.26629	42748.4518	46479.625	50241.15265	38368.80683	32295.39634	28049.38697	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	High	Peak Found	High	Peak Found	Peak Found	Peak Found	1	
FALSE	Medium	Master Protein	A7MBM2	Protein dispatched homolog 2 OS=Homo sapiens OX=9606 GN=DISP2 PE=2 SV=2	0.037	FALSE	2.117	1	1	1	1	1401	151.9	7.85	0	1	0	31345.98594	31060.26362	39644.25136	55512.85534	43869.70556	37243.38126	38289.71475	28778.52734	59442.04967	39522.41377	25019.47374	30492.63049	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	1	
FALSE	High	Master Protein	Q8TB37	Iron-sulfur protein NUBPL OS=Homo sapiens OX=9606 GN=NUBPL PE=1 SV=3	0.003	FALSE	4.133	12	2	3	2	319	34.1	9.04	0	2	0		30421.68198	39724.50424	59199.09048	17368.17345	60874.59312	66038.52843	41642.83203	79462.31405	66995.0324	45332.65894	75392.36155	High	Peak Found	Peak Found	Peak Found	High	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	High	Master Protein	Q9HBA0	Transient receptor potential cation channel subfamily V member 4 OS=Homo sapiens OX=9606 GN=TRPV4 PE=1 SV=2	0.004	FALSE	3.667	1	1	9	1	871	98.2	7.77	4.08	1	0	38690.2718	30981.13247	40078.45952	130119.7752	102589.5925	109683.2174	52700.83565	47185.91406	52971.05942	51482.57578	47425.19903	37817.12435	High	Peak Found	Peak Found	High	High	High	High	High	High	High	High	Peak Found	1	
FALSE	High	Master Protein	O43903	Growth arrest-specific protein 2 OS=Homo sapiens OX=9606 GN=GAS2 PE=1 SV=1	0.005	FALSE	3.227	6	1	2	1	313	34.9	8.47	0	1	0	19062.95117	25091.27306	40163.6149	78073.9705	74125.03185	62414.8999	36040.40344	36467.48438	27990.21475				Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	High	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	P25774	Cathepsin S OS=Homo sapiens OX=9606 GN=CTSS PE=1 SV=3	0.004	FALSE	3.529	5	1	3	1	331	37.5	8.34	0	1	0		19177.8504	40621.36046	60320.92107		64160.49409							Not Found	Peak Found	Peak Found	High	High	High	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	O75716	Serine/threonine-protein kinase 16 OS=Homo sapiens OX=9606 GN=STK16 PE=1 SV=4	0.001	FALSE	4.986	5	1	4	1	305	34.6	6.9	0	1	0	38449.75939		40675.58429	33953.34383	36184.23022	39131.81543	38380.78891	32072.46484	31221.44332	83204.07278	77988.83428	99635.70709	Peak Found	Not Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	Peak Found	1	
FALSE	High	Master Protein	Q8N4S9	MARVEL domain-containing protein 2 OS=Homo sapiens OX=9606 GN=MARVELD2 PE=1 SV=2	0	FALSE	7.776	9	3	4	3	558	64.1	7.53	2.75	3	0	57382.22521	38812.1582	40737.81644	178559.4905	227330.6041	241604.5504	20295.07058	137547.6719	176448.854	48341.61348	45919.08566	64706.14233	Peak Found	Peak Found	High	High	High	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	Medium	Master Protein	P35716	Transcription factor SOX-11 OS=Homo sapiens OX=9606 GN=SOX11 PE=1 SV=2	0.02	FALSE	2.384	3	1	1	1	441	46.7	5.05	0	1	0	42861.69385	27959.43478	40913.51727	29777.91048			46385.00517	49605.26563	38723.40802	28824.36862	36626.54345	33885.9375	Peak Found	Peak Found	Peak Found	Peak Found	Not Found	Not Found	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	1	
FALSE	High	Master Protein	Q9BZC7	ATP-binding cassette sub-family A member 2 OS=Homo sapiens OX=9606 GN=ABCA2 PE=1 SV=4	0	FALSE	8.847	1	2	5	2	2435	269.7	6.81	0	2	0	55879.80848	49445.31625	41599.46892	81753.89173	64774.90251	65626.28596	54588.38659	41888.74609	49790.89532	63490.26437	58762.64724	54125.15654	Peak Found	Peak Found	Peak Found	High	Peak Found	High	High	Peak Found	High	Peak Found	Peak Found	High	1	
FALSE	Medium	Master Protein	Q9P2M4	TBC1 domain family member 14 OS=Homo sapiens OX=9606 GN=TBC1D14 PE=1 SV=3	0.013	FALSE	2.58	2	1	4	1	693	78.1	7.01	0	1	0	40856.85588	42258.62052	41634.27668	40548.64182	32487.60963	44547.89344	40075.58329	45372.58984	48469.73369	54866.98894	49397.83532	34606.84632	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	Peak Found	Peak Found	1	
FALSE	Medium	Master Protein	O94854	Uncharacterized protein KIAA0754 OS=Homo sapiens OX=9606 GN=KIAA0754 PE=2 SV=4	0.023	FALSE	2.303	1	1	4	1	1291	135.1	4.21	0	1	0	87462.36188	68462.36964	41722.40859	81643.18818	57652.10463	86687.82798	84236.03417	49437.47266	45765.79242	91438.40491	106754.8276	74197.97759	High	Peak Found	Peak Found	Peak Found	High	High	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	1	
FALSE	Medium	Master Protein	Q9BSG0	Protease-associated domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PRADC1 PE=1 SV=1	0.012	FALSE	2.61	9	1	1	1	188	21	5.47	0	1	0	63061.92126		41826.30123				76781.3692			92166.25517	30141.44118		High	Not Found	Peak Found	Not Found	Not Found	Not Found	Peak Found	Not Found	Not Found	Peak Found	Peak Found	Not Found	1	
FALSE	High	Master Protein	O60343	TBC1 domain family member 4 OS=Homo sapiens OX=9606 GN=TBC1D4 PE=1 SV=2	0.002	FALSE	4.505	1	1	10	1	1298	146.5	7.01	2.11	1	0	37868.02664	45382.09254	41862.36695	66855.20577	80566.62548	82849.62437	52261.96063	79919.73438	90868.9325	63310.5703	72002.91415	62273.92302	High	Peak Found	High	High	High	Peak Found	High	High	High	High	High	High	1	
FALSE	Medium	Master Protein	Q92562	Polyphosphoinositide phosphatase OS=Homo sapiens OX=9606 GN=FIG4 PE=1 SV=1	0.039	FALSE	2.086	1	1	2	1	907	103.6	6.92	0	1	0	56038.31526	50871.73542	42020.44032	50190.73107	49950.87447	47669.96818	54537.91058	70430.73438	59482.03687	95983.9021	94624.51681	106685.5639	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	1	
FALSE	High	Master Protein	Q16769	Glutaminyl-peptide cyclotransferase OS=Homo sapiens OX=9606 GN=QPCT PE=1 SV=1	0	FALSE	11.732	11	2	18	2	361	40.9	6.61	24.07	2	0		38162.63643	42082.96608	220206.7917	177538.0995	174499.0218	301715.8854	248313.8672	272796.3737	163799.5993	60701.07773	141284.127	Not Found	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P08567	Pleckstrin OS=Homo sapiens OX=9606 GN=PLEK PE=1 SV=3	0.004	FALSE	3.491	4	1	10	1	350	40.1	8.28	0	1	0	35644.25711	39142.57627	42402.21864	89706.68898	106974.344	90587.23699	36007.16916	46229.26563	44387.13882	29962.41941	30449.98209	31908.40871	High	Peak Found	Peak Found	High	High	High	High	High	High	Peak Found	Peak Found	Peak Found	1	
FALSE	High	Master Protein	Q8N8Z6	Discoidin, CUB and LCCL domain-containing protein 1 OS=Homo sapiens OX=9606 GN=DCBLD1 PE=1 SV=2	0.005	FALSE	3.225	3	1	6	1	715	77.9	8.05	0	1	0	46566.51575	36264.09341	42507.66823	25432.39406	29200.53031	34540.71127	12842.8439		49626.20307	30972.78002	36789.10561	38024.63938	High	High	High	Peak Found	Peak Found	Peak Found	Peak Found	Not Found	High	Peak Found	Peak Found	Peak Found	1	
FALSE	Medium	Master Protein	Q6XQN6	Nicotinate phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=NAPRT PE=1 SV=2	0.013	FALSE	2.573	4	1	11	1	538	57.5	5.68	0	1	0	42274.68515	41818.37178	42720.39642	16155.86757	18083.98387	24118.99011				496620.4274	482556.4557	453731.025	High	High	Peak Found	Peak Found	Peak Found	Peak Found	Not Found	Not Found	Not Found	High	High	High	1	
FALSE	High	Master Protein	Q8TC44	POC1 centriolar protein homolog B OS=Homo sapiens OX=9606 GN=POC1B PE=1 SV=1	0.001	FALSE	5.888	4	1	6	1	478	53.6	7.24	7.07	1	0	50870.70633	56690.38328	43323.21834	43306.33113	51656.71814	37363.90553	78273.51577	73099.59375	64585.15485	19622.01873	45271.66328		High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	High	High	Not Found	1	
FALSE	High	Master Protein	P41231	P2Y purinoceptor 2 OS=Homo sapiens OX=9606 GN=P2RY2 PE=1 SV=4	0.007	FALSE	2.85	5	1	1	1	377	42.2	9.64	0	1	0	37665.59242	44415.48478	43349.22853	17934.97385		10695.30941	20341.47832	19068.14453	27547.27059	64897.12746	76785.52114	68134.82621	Peak Found	Peak Found	Peak Found	Peak Found	Not Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	1	
FALSE	Low	Master Protein	Q14596	Next to BRCA1 gene 1 protein OS=Homo sapiens OX=9606 GN=NBR1 PE=1 SV=3	0.061	FALSE	1.89	2	1	1	1	966	107.3	5.12	0	1	0	58314.39519	48830.87005	43487.47102	53718.85857	44935.0571	45568.4797	55419.48173	130782.9141	92374.38612	72822.42121	88446.81637	128751.5034	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	High	Master Protein	Q5VVJ2	Deubiquitinase MYSM1 OS=Homo sapiens OX=9606 GN=MYSM1 PE=1 SV=1	0.005	FALSE	3.196	2	1	4	1	828	95	5.53	0	1	0	49443.0909	46974.04344	43633.38511	50812.40808	44556.47262		31769.05426	43431.66016	68296.20216	60465.40351	45409.00599	54765.36101	High	Peak Found	Peak Found	Peak Found	Peak Found	Not Found	High	Peak Found	High	Peak Found	Peak Found	High	1	
FALSE	High	Master Protein	Q8NHM5	Lysine-specific demethylase 2B OS=Homo sapiens OX=9606 GN=KDM2B PE=1 SV=1	0.002	FALSE	4.706	2	2	6	2	1336	152.5	8.56	0	2	0	57346.78098	50660.99892	43641.5308	54868.46594	53774.89309	48374.29127	48554.40058	44306.61719	43444.05232		37827.62133		Peak Found	High	Peak Found	Peak Found	High	High	Peak Found	High	Peak Found	Not Found	High	Not Found	1	
FALSE	High	Master Protein	Q92830	Histone acetyltransferase KAT2A OS=Homo sapiens OX=9606 GN=KAT2A PE=1 SV=3	0.004	FALSE	3.421	3	1	1	1	837	93.9	9.04	0	1	0	34160.04559	31851.82224	43650.36878	50076.66047	34767.12729	32558.25881	32513.28602	49757.55469	34867.72167	40327.03733	38092.57927	30589.2795	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	High	Master Protein	Q9UPT6	C-Jun-amino-terminal kinase-interacting protein 3 OS=Homo sapiens OX=9606 GN=MAPK8IP3 PE=1 SV=3	0	FALSE	13.354	3	3	33	1	1336	147.4	5.4	3.96	3	0	40087.06144	47648.04613	43900.30211	163394.9734	164827.6903	144553.6669	45702.92874		41647.01277	170901.7757	200012.0655	192195.9891	Peak Found	Peak Found	Peak Found	High	Peak Found	High	Peak Found	Not Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	High	Master Protein	Q9Y664	KICSTOR complex protein kaptin OS=Homo sapiens OX=9606 GN=KPTN PE=1 SV=2	0.004	FALSE	3.392	4	1	6	1	436	48.1	5.26	0	1	0	31416.27904	42535.35283	44160.4876	59832.58258	55249.5041	52260.0416	53920.23627	55227.20703	60228.2574	42415.67426	40534.52423	45566.85061	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	High	High	High	High	Peak Found	High	1	
FALSE	Medium	Master Protein	Q96HI0	Sentrin-specific protease 5 OS=Homo sapiens OX=9606 GN=SENP5 PE=1 SV=3	0.041	FALSE	2.064	2	1	1	1	755	86.6	9.17	0	1	0	64755.23409	72087.3239	44229.3085										High	Peak Found	Peak Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q2TB10	Zinc finger protein 800 OS=Homo sapiens OX=9606 GN=ZNF800 PE=1 SV=1	0.037	FALSE	2.109	3	1	1	1	664	75.2	9.47	0	1	0	38259.8375	60257.15576	44322.7712		25990.34067		31790.90315						Peak Found	Peak Found	High	Not Found	Peak Found	Not Found	Peak Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q96NU7	Probable imidazolonepropionase OS=Homo sapiens OX=9606 GN=AMDHD1 PE=1 SV=2	0.014	FALSE	2.529	4	1	2	1	426	46.7	6.61	0	1	0	46962.14326	35468.2859	44342.58593	31230.91733	34541.55638	36077.52752	35464.44955	32287.32227	44548.43742	33759.97072	40778.54023	37880.84273	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	1	
FALSE	Medium	Master Protein	Q9UJM3	ERBB receptor feedback inhibitor 1 OS=Homo sapiens OX=9606 GN=ERRFI1 PE=1 SV=1	0.016	FALSE	2.455	5	1	7	1	462	50.5	8.1	0	1	0	57472.44542	62417.21088	44790.82548	54765.21524	46896.16575	49393.48885	54949.13379	60229.17969	61697.87114	41598.1884	67959.10865	59385.0209	High	High	Peak Found	Peak Found	High	Peak Found	High	High	High	Peak Found	Peak Found	High	1	
FALSE	High	Master Protein	P48552	Nuclear receptor-interacting protein 1 OS=Homo sapiens OX=9606 GN=NRIP1 PE=1 SV=2	0	FALSE	11.357	3	3	102	2	1158	126.9	8.18	173.85	3	0	174079.0937	57815.70918	45008.6582	51323.50319		37345.48403		50153.33594	45432.70342	41610.73231	40132.7955	34651.0034	High	High	Peak Found	High	High	Peak Found	Not Found	High	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	High	Master Protein	Q04912	Macrophage-stimulating protein receptor OS=Homo sapiens OX=9606 GN=MST1R PE=1 SV=3	0	FALSE	8.239	2	2	31	1	1400	152.1	6.55	44.89	2	0	31680.14631	70633.37208	45429.79122	76584.772	58931.54869	54824.53013	29754.06852	28254.50977	65025.94231	145262.2818	123077.7584	176226.2909	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	1	
FALSE	High	Master Protein	P0C7U0	Protein ELFN1 OS=Homo sapiens OX=9606 GN=ELFN1 PE=1 SV=2	0.004	FALSE	3.528	1	1	2	1	828	90.4	8.37	0	1	0	44503.25354	42356.40026	46218.54457	49742.88013	38916.75686	38643.51508	22586.24706	38899.56641	30163.441	90893.18881	77738.99895	102485.9341	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	1	
FALSE	Medium	Master Protein	Q6ZMP0	Thrombospondin type-1 domain-containing protein 4 OS=Homo sapiens OX=9606 GN=THSD4 PE=2 SV=2	0.032	FALSE	2.16	2	1	1	1	1018	112.4	7.65	0	1	0	41471.54724	50737.5222	46403.85377	101650.3151	102977.7495	102159.1381				126003.7902	74351.97631	105821.4931	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Not Found	Not Found	Not Found	Peak Found	Peak Found	Peak Found	1	
FALSE	High	Master Protein	Q66K64	DDB1- and CUL4-associated factor 15 OS=Homo sapiens OX=9606 GN=DCAF15 PE=1 SV=1	0.001	FALSE	5.964	3	1	12	1	600	66.4	6.58	0	1	0		50569.14028	46499.37175	53654.66898		63710.63802	54221.20853			73568.12596			High	High	High	High	High	High	High	Not Found	Not Found	High	High	High	1	
FALSE	High	Master Protein	O15327	Inositol polyphosphate 4-phosphatase type II OS=Homo sapiens OX=9606 GN=INPP4B PE=1 SV=4	0.001	FALSE	5.033	2	1	4	1	924	104.7	6.27	3.12	1	0	65681.80739	51007.33535	46989.19099	55522.91226	55051.85905	42923.27565	44594.65196	36761.55859	62375.20944	142232.4113	112900.5194	146532.4938	Peak Found	High	Peak Found	High	High	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	1	
FALSE	High	Master Protein	Q6ZU35	Capping protein-inhibiting regulator of actin dynamics OS=Homo sapiens OX=9606 GN=CRACD PE=1 SV=3	0	FALSE	9.727	3	2	3	2	1233	136.7	5.6	0	2	0	42366.15219	31622.54991	47096.41572	22104.30477	20045.69054	17349.44296	38719.98115	37655.52734	33674.23933	45580.87369	52204.7081	38021.67463	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	High	High	Peak Found	1	
FALSE	High	Master Protein	Q2M1Z3	Rho GTPase-activating protein 31 OS=Homo sapiens OX=9606 GN=ARHGAP31 PE=1 SV=2	0	FALSE	22.957	6	5	14	5	1444	156.9	5.76	9.29	5	0	140429.726	36727.3512	47402.57294	63228.06265	79344.52709	54803.26803	67536.53805	118248	299908.7883	276607.4744	677634.7357	496642.2289	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	Peak Found	High	High	High	1	
FALSE	High	Master Protein	O00221	NF-kappa-B inhibitor epsilon OS=Homo sapiens OX=9606 GN=NFKBIE PE=1 SV=3	0	FALSE	12.769	7	3	4	3	500	52.8	6.68	4.7	3	0	197325.885	45850.03227	47702.19798	101351.839	33506.20654	202170.4232	48994.28655	214050.5117	185089.2106	791354.7849	258062.4151	444814.4366	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	High	1	
FALSE	High	Master Protein	Q05469	Hormone-sensitive lipase OS=Homo sapiens OX=9606 GN=LIPE PE=1 SV=4	0.009	FALSE	2.745	2	1	3	1	1076	116.5	6.7	0	1	0	37209.19537	50026.91329	47791.14877	55571.05169	28902.39347	30387.89894	32984.76292	36064.69922	75639.22934	59711.3063	41139.63379	83432.55549	Peak Found	High	High	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	High	Master Protein	Q8TCG2	Phosphatidylinositol 4-kinase type 2-beta OS=Homo sapiens OX=9606 GN=PI4K2B PE=1 SV=1	0.003	FALSE	3.881	3	1	3	1	481	54.7	5.97	4.33	1	0	38481.68366	36006.99335	48400.38973	36963.34357	22053.06766	48952.87987	58861.33681	46638.08203	60631.05042	94374.42116	90908.06136	87383.28428	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	1	
FALSE	High	Master Protein	Q99571	P2X purinoceptor 4 OS=Homo sapiens OX=9606 GN=P2RX4 PE=1 SV=2	0.003	FALSE	4.021	2	1	1	1	388	43.3	7.99	2.03	1	0	77202.66897	63700.44401	49059.07592	74947.40667	70932.96972	49899.82318	36330.46462	36584.66406	34967.596	40552.60137	28408.4147	26860.5732	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	High	Master Protein	O60296	Trafficking kinesin-binding protein 2 OS=Homo sapiens OX=9606 GN=TRAK2 PE=1 SV=2	0.003	FALSE	3.834	1	1	3	1	914	101.4	5.24	0	1	0	67518.8696	65607.79191	49572.75579	55380.95983	47573.62706	42480.40603	60268.12752	42866.43359	36087.31853	42503.23041	39148.94377	54926.42978	Peak Found	High	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	1	
FALSE	High	Master Protein	P21580	Tumor necrosis factor alpha-induced protein 3 OS=Homo sapiens OX=9606 GN=TNFAIP3 PE=1 SV=1	0	FALSE	9.896	5	2	15	2	790	89.6	8.22	13.19	2	0	95670.32669	161088.9354	49761.15195	265919.7321	219261.9495	207248.9019	125730.1855	56929.53906	195923.6003	52906.82076	107777.4843	143694.8272	Peak Found	High	Peak Found	High	High	High	High	Peak Found	Peak Found	Peak Found	High	High	1	
FALSE	High	Master Protein	O95210	Starch-binding domain-containing protein 1 OS=Homo sapiens OX=9606 GN=STBD1 PE=1 SV=1	0	FALSE	7.309	6	2	3	2	358	39	5.73	1.9	2	0	57010.19512		49826.84009	90276.09654		113420.2339	85112.59291			115349.6798	87411.1007	135892.7295	Peak Found	Not Found	Peak Found	Peak Found	Not Found	Peak Found	Peak Found	High	Not Found	Peak Found	Peak Found	High	1	
