"Master"	"Accession"	"Description"	"Exp..q.value..Combined"	"Contaminant"	"Sum.PEP.Score"	"Coverage...."	"X..Peptides"	"X..PSMs"	"X..Unique.Peptides"	"X..AAs"	"MW..kDa."	"calc..pI"	"Score.Sequest.HT..Sequest.HT"	"X..Peptides..by.Search.Engine...Sequest.HT"	"X..Razor.Peptides"	"Abundances..Normalized...F1..Sample"	"Abundances..Normalized...F2..Sample"	"Abundances..Normalized...F3..Sample"	"Abundances..Normalized...F4..Sample"	"Abundances..Normalized...F5..Sample"	"Abundances..Normalized...F6..Sample"	"Abundances..Normalized...F7..Sample"	"Abundances..Normalized...F8..Sample"	"Abundances..Normalized...F9..Sample"	"Abundances..Normalized...F10..Sample"	"Abundances..Normalized...F11..Sample"	"Abundances..Normalized...F12..Sample"
"IsMasterProtein"	"Q9UQE7"	"Structural maintenance of chromosomes protein 3 OS=Homo sapiens OX=9606 GN=SMC3 PE=1 SV=2"	0	"FALSE"	180.984	30	35	579	35	1217	141.5	7.18	1080.28	35	0	69551808	79085088	69689800	40593616	41492304	54880012	56164856	44383468	56585540	67627240	75636440	73483208
"IsMasterProtein"	"P46821"	"Microtubule-associated protein 1B OS=Homo sapiens OX=9606 GN=MAP1B PE=1 SV=2"	0	"FALSE"	196.406	19	34	349	34	2468	270.5	4.81	652.31	34	0	68645184	75647816	75297512	36452088	28611628	31844546	25563192	19195302	20720836	32487090	32903632	31367120
"IsMasterProtein"	"Q9NYU2"	"UDP-glucose:glycoprotein glucosyltransferase 1 OS=Homo sapiens OX=9606 GN=UGGT1 PE=1 SV=3"	0	"FALSE"	180.534	28	34	488	34	1555	177.1	5.63	888.74	34	0	51004804	70411128	54584636	40044244	46335884	37219716	34067404	39550860	37624676	50844816	49247220	41613996
"IsMasterProtein"	"O00267"	"Transcription elongation factor SPT5 OS=Homo sapiens OX=9606 GN=SUPT5H PE=1 SV=1"	0	"FALSE"	211.048	41	33	605	33	1087	120.9	5.06	1427.06	33	0	101080728	110535112	170620496	72297688	79374424	92614584	53896220	112827160	43757300	106078272	135676768	137903552
"IsMasterProtein"	"Q13753"	"Laminin subunit gamma-2 OS=Homo sapiens OX=9606 GN=LAMC2 PE=1 SV=2"	0	"FALSE"	212.601	30	33	1310	33	1193	130.9	6.19	3074.83	33	0	302463200	285714528	260559312	273890528	274220448	267510096	192338896	147226512	160772944	168584016	188775952	176759632
"IsMasterProtein"	"P0DMV9"	"Heat shock 70 kDa protein 1B OS=Homo sapiens OX=9606 GN=HSPA1B PE=1 SV=1"	0	"FALSE"	237.441	64	33	1551	24	641	70	5.66	3839.01	33	6	540923712	694118592	561610432	735248128	775407360	704308032	501323264	577768192	693804160	720232576	642092416	615809280
"IsMasterProtein"	"Q13332"	"Receptor-type tyrosine-protein phosphatase S OS=Homo sapiens OX=9606 GN=PTPRS PE=1 SV=3"	0	"FALSE"	265.705	26	33	1147	31	1948	216.9	6.46	2653.87	33	2	181002064	152300192	152738208	194254176	208399040	215862960	478597056	533553344	483714880	244600096	255194848	221714896
"IsMasterProtein"	"Q9HCB6"	"Spondin-1 OS=Homo sapiens OX=9606 GN=SPON1 PE=1 SV=2"	0	"FALSE"	315.62	44	32	4886	32	807	90.9	6.11	10899.68	32	0	12085672960	10196714496	9702163456	12155789312	14008034304	14533622784	9769072640	8904530944	8894694400	9905714176	12939575296	10119929856
"IsMasterProtein"	"P55072"	"Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4"	0	"FALSE"	212.015	46	32	1070	32	806	89.3	5.26	1952.74	32	0	199688736	241082944	228387712	263894320	291204064	225632960	177125488	165430432	190496704	217232736	216139280	232322240
"IsMasterProtein"	"O94985"	"Calsyntenin-1 OS=Homo sapiens OX=9606 GN=CLSTN1 PE=1 SV=1"	0	"FALSE"	225.534	33	32	3160	32	981	109.7	4.91	6349.03	32	0	4256705024	3574312192	3552987136	5118546432	5635665920	4755278848	5189696512	4995722240	4653144576	7198526976	6222856192	6913845760
"IsMasterProtein"	"P13645"	"SWISS-PROT:P13645 Tax_Id=9606 Gene_Symbol=KRT10 Keratin, type I cytoskeletal 10"	0	"TRUE"	232.268	41	32	1034	27	593	59.5	5.21	2368.73	32	8	226069936	403397952	270519328	1001769536	631840768	616210496	503966080	213729536	281262112	515182432	283386656	732876992
"IsMasterProtein"	"Q9UKU6"	"Thyrotropin-releasing hormone-degrading ectoenzyme OS=Homo sapiens OX=9606 GN=TRHDE PE=2 SV=1"	0	"FALSE"	241.363	34	32	2545	32	1024	116.9	6.99	5205.15	32	0	1046400640	878737600	930533120	1128154752	1027705536	1081608576	606292864	509811168	510987616	1092525184	1003600576	1138540160
"IsMasterProtein"	"Q0IIK2"	"TREMBL:Q0IIK2 (Bos taurus) Transferrin"	0	"TRUE"	245.398	47	32	1500	30	704	77.7	7.08	3324.08	32	2	518684896	462339680	1332427392	595012352	629969344	401840800	415683744	979910528	260464176	1180253824	1449901184	1613815040
"IsMasterProtein"	"O14980"	"Exportin-1 OS=Homo sapiens OX=9606 GN=XPO1 PE=1 SV=1"	0	"FALSE"	211.918	36	32	1201	32	1071	123.3	6.06	2136.63	32	0	186688304	212365520	204403040	88484192	88397992	102682952	173251200	211216992	219743424	169001312	166381952	168526864
"IsMasterProtein"	"P46013"	"Proliferation marker protein Ki-67 OS=Homo sapiens OX=9606 GN=MKI67 PE=1 SV=2"	0	"FALSE"	171.958	16	32	196	32	3256	358.5	9.45	378.75	32	0	30815048	29542090	25996824	17028276	16643928	22926950	4104671	2192137.75	3742418	10740416	12659726	11149904
"IsMasterProtein"	"P11021"	"Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2"	0	"FALSE"	266.235	53	32	2823	30	654	72.3	5.16	6993.77	32	0	652789824	843209408	769193792	1348303616	1435385088	1335351680	766040576	649641984	689955136	713823936	595899904	683262208
"IsMasterProtein"	"P07814"	"Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens OX=9606 GN=EPRS1 PE=1 SV=5"	0	"FALSE"	172.51	24	32	616	32	1512	170.5	7.33	1223.96	32	0	83076544	97158576	86030064	40954104	40634112	40113904	39980944	46819040	54250776	47854296	47506084	50580404
"IsMasterProtein"	"O95347"	"Structural maintenance of chromosomes protein 2 OS=Homo sapiens OX=9606 GN=SMC2 PE=1 SV=2"	0	"FALSE"	129.226	30	32	292	32	1197	135.6	8.43	478.3	32	0	34665436	40688756	32014266	12631412	22803106	19712492	12649726	6899345	11212243	19478270	18594826	25581926
"IsMasterProtein"	"Q3KNV1"	"TREMBL:Q3KNV1;Q96GE1 Tax_Id=9606 Gene_Symbol=KRT7 keratin 7"	0	"TRUE"	149.539	53	31	1406	23	469	51.4	5.48	2753.61	31	3	141836592	189886592	143237152	177102176	186346768	158500992	167667296	153083344	193323968	95845424	112426192	83764616
"IsMasterProtein"	"Q14683"	"Structural maintenance of chromosomes protein 1A OS=Homo sapiens OX=9606 GN=SMC1A PE=1 SV=2"	0	"FALSE"	135.889	24	31	469	31	1233	143.1	7.64	779.69	31	0	81654256	104063664	94845136	44951780	48211452	59702968	48734972	50982704	53085544	71802432	83322088	77968840
"IsMasterProtein"	"P49321"	"Nuclear autoantigenic sperm protein OS=Homo sapiens OX=9606 GN=NASP PE=1 SV=2"	0	"FALSE"	274.256	53	31	552	31	788	85.2	4.3	1332.84	31	0	162629584	209363840	171133840	319914976	333592992	337021248	107337032	84334416	111991680	168908752	160700336	193990848
"IsMasterProtein"	"Q9UQ35"	"Serine/arginine repetitive matrix protein 2 OS=Homo sapiens OX=9606 GN=SRRM2 PE=1 SV=2"	0	"FALSE"	196.99	15	31	691	31	2752	299.4	12.06	1410.1	31	0	115726408	124083752	126225168	125914608	130345944	185207744	74661640	51125148	71221744	84937040	98912304	94464736
"IsMasterProtein"	"Q05682"	"Caldesmon OS=Homo sapiens OX=9606 GN=CALD1 PE=1 SV=3"	0	"FALSE"	230.727	32	31	516	31	793	93.2	5.66	1338.87	31	0	410094240	380169888	376550528	268091760	225072560	314990016	86367104	50612404	76549272	224568896	248753872	221929488
"IsMasterProtein"	"O60841"	"Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4"	0	"FALSE"	225.806	29	31	581	31	1220	138.7	5.49	1589.69	31	0	225958464	187172144	167425632	217083808	157557104	224453216	167224160	120714712	153957696	129737464	121578392	143825104
"IsMasterProtein"	"P22314"	"Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3"	0	"FALSE"	177.457	39	31	749	31	1058	117.8	5.76	1684.45	31	0	86198544	107744960	97687680	73470584	77946112	66515452	67541904	88912928	83566032	65602324	61436252	60655844
"IsMasterProtein"	"P13639"	"Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4"	0	"FALSE"	219.319	41	31	1102	30	858	95.3	6.83	2248.27	31	1	345086400	385548608	350978688	277970208	313873056	275325696	255573232	335209248	327923008	221216816	226679248	246188336
"IsMasterProtein"	"Q6P2Q9"	"Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens OX=9606 GN=PRPF8 PE=1 SV=2"	0	"FALSE"	140.083	15	31	265	31	2335	273.4	8.84	447.92	31	0	29132214	42784840	36742124	14391743	14569185	14656770	14443580	19249578	19179582	22534628	22699270	22712718
"IsMasterProtein"	"ENSEMBL:ENSBTAP00000007350"	"(Bos taurus) similar to Complement C4-A precursor"	0	"TRUE"	159.47	20	31	571	7	1742	192.9	7.44	1121.47	31	24	89482176	81643888	142575360	95123056	97311400	96915256	118054688	94699384	54384420	109536184	132436704	138352544
"IsMasterProtein"	"Q28194"	"TREMBL:Q28194 (Bos taurus) Thrombospondin-1"	0	"TRUE"	197.586	27	30	1304	1	1170	129.3	4.94	2074.77	30	0	1788238.125	1140952.5	1632055.125	1156861.25	1108188.25	445476.21875	1214289.875	1559042	1241755.125	1537455.5	2121173.5	2445090.25
"IsMasterProtein"	"P35241"	"Radixin OS=Homo sapiens OX=9606 GN=RDX PE=1 SV=1"	0	"FALSE"	198.194	47	30	2019	13	583	68.5	6.37	4036.62	30	0	52235824	65210548	49591904	135153280	150334560	139607584	72323112	40636516	54740340	72964464	67031212	97671720
"IsMasterProtein"	"Q92859"	"Neogenin OS=Homo sapiens OX=9606 GN=NEO1 PE=1 SV=2"	0	"FALSE"	233.473	26	30	912	30	1461	159.9	6.54	2545.9	30	0	148039024	125740576	123525104	215279936	184007568	218637296	200338528	178141040	172396672	219685632	202835792	191959856
"IsMasterProtein"	"P55786"	"Puromycin-sensitive aminopeptidase OS=Homo sapiens OX=9606 GN=NPEPPS PE=1 SV=2"	0	"FALSE"	170.644	41	30	704	30	919	103.2	5.72	1191.19	30	0	219366656	238023296	232848704	165122384	178591744	154887936	145953648	172291984	177511792	154711040	147281440	168872704
"IsMasterProtein"	"P06737"	"Glycogen phosphorylase, liver form OS=Homo sapiens OX=9606 GN=PYGL PE=1 SV=4"	0	"FALSE"	137.815	37	30	507	26	847	97.1	7.17	772.76	30	4	64982260	91006224	73984384	53351672	48075904	36207924	36984620	40742892	41499688	26979852	31154442	29476200
"IsMasterProtein"	"Q9Y5B9"	"FACT complex subunit SPT16 OS=Homo sapiens OX=9606 GN=SUPT16H PE=1 SV=1"	0	"FALSE"	163.227	31	30	763	30	1047	119.8	5.66	1403.47	30	0	226215056	246881872	230661792	167396800	193249984	199615472	144497696	145947280	165448240	149124112	166471360	160406192
"IsMasterProtein"	"P12109"	"Collagen alpha-1(VI) chain OS=Homo sapiens OX=9606 GN=COL6A1 PE=1 SV=3"	0	"FALSE"	208.03	40	30	1130	30	1028	108.5	5.43	2450.67	30	0	391939424	355666656	381735680	359682848	355963872	349500928	433675872	441251712	379544000	428708608	380481312	360440000
"IsMasterProtein"	"P13647"	"SWISS-PROT:P13647 Tax_Id=9606 Gene_Symbol=KRT5 Keratin, type II cytoskeletal 5"	0	"TRUE"	142.047	43	30	840	6	590	62.3	7.74	1213.88	30	18	25214094	40711072	32667494	90825552	64344624	52278140	84832520	30112998	19367178	45956308	26260402	52784748
"IsMasterProtein"	"Q14697"	"Neutral alpha-glucosidase AB OS=Homo sapiens OX=9606 GN=GANAB PE=1 SV=3"	0	"FALSE"	191.811	37	29	708	29	944	106.8	6.14	1671.41	29	0	145806032	202487136	175914064	142439632	167006320	157814544	130850728	141869792	126319360	144662704	141902208	121912400
"IsMasterProtein"	"P07237"	"Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=3"	0	"FALSE"	179.367	58	29	1382	29	508	57.1	4.87	2602.59	29	0	267996720	380911168	304630112	540609536	616792512	518790880	321931392	308991232	326865344	347527360	339966240	292346496
"IsMasterProtein"	"P09874"	"Poly [ADP-ribose] polymerase 1 OS=Homo sapiens OX=9606 GN=PARP1 PE=1 SV=4"	0	"FALSE"	172.308	33	29	881	29	1014	113	8.88	1356.41	29	0	93940872	133643936	102908128	79626416	82168376	77408688	45353964	48877996	63337792	65511220	70847456	58823632
"IsMasterProtein"	"Q9UIA9"	"Exportin-7 OS=Homo sapiens OX=9606 GN=XPO7 PE=1 SV=3"	0	"FALSE"	136.091	32	29	583	29	1087	123.8	6.32	899.52	29	0	113079576	111952680	148701104	154838512	157184608	170277200	104704080	122506552	118289784	122855920	141928192	153136096
"IsMasterProtein"	"P53396"	"ATP-citrate synthase OS=Homo sapiens OX=9606 GN=ACLY PE=1 SV=3"	0	"FALSE"	141.524	29	29	596	29	1101	120.8	7.33	1042.25	29	0	93901640	108987488	100068840	89644688	80026304	66014264	81086056	57209300	61147052	103501624	78517120	117813824
"IsMasterProtein"	"O75083"	"WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=WDR1 PE=1 SV=4"	0	"FALSE"	250.748	62	29	1634	29	606	66.2	6.65	4089.41	29	0	982465472	1011473408	1069776192	379529344	433336160	501018144	663099200	914644288	862575040	836206848	761870848	858343232
"IsMasterProtein"	"O00391"	"Sulfhydryl oxidase 1 OS=Homo sapiens OX=9606 GN=QSOX1 PE=1 SV=3"	0	"FALSE"	227.209	47	29	1922	29	747	82.5	8.92	5001.52	29	0	942321344	1070443968	938838784	1044588928	1201083392	1021859968	752820544	642255552	708885824	687216832	649954880	670158592
"IsMasterProtein"	"P05455"	"Lupus La protein OS=Homo sapiens OX=9606 GN=SSB PE=1 SV=2"	0	"FALSE"	209.146	58	29	705	29	408	46.8	7.12	1734.59	29	0	252267952	322008704	280581312	269599200	323996256	383194528	207911424	146136224	185853136	219902400	212725424	291410656
"IsMasterProtein"	"P07384"	"Calpain-1 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN1 PE=1 SV=1"	0	"FALSE"	197.86	42	29	1161	29	714	81.8	5.67	2367.28	29	0	299257312	346476704	329227104	178954880	181629872	187442848	299986016	420120960	382230688	316809600	302915680	320381536
"IsMasterProtein"	"P11387"	"DNA topoisomerase 1 OS=Homo sapiens OX=9606 GN=TOP1 PE=1 SV=2"	0	"FALSE"	127.661	34	29	645	29	765	90.7	9.31	1218.75	29	0	193851008	168093184	172801984	201152320	161068080	196619968	133088320	115048664	135792208	116216848	104966848	121473296
"IsMasterProtein"	"Q86VP6"	"Cullin-associated NEDD8-dissociated protein 1 OS=Homo sapiens OX=9606 GN=CAND1 PE=1 SV=2"	0	"FALSE"	143.145	26	28	579	28	1230	136.3	5.78	1167.93	28	0	102765424	133974632	125222480	81610552	75968816	64750300	68162696	77414992	75098064	99013704	92142424	107977232
"IsMasterProtein"	"O75976"	"Carboxypeptidase D OS=Homo sapiens OX=9606 GN=CPD PE=1 SV=2"	0	"FALSE"	137.282	23	28	410	28	1380	152.8	6.05	840.05	28	0	73629688	64744956	75912744	49072644	49024036	49526752	86505608	129295400	105440152	38950268	34830340	39535576
"IsMasterProtein"	"Q9NY33"	"Dipeptidyl peptidase 3 OS=Homo sapiens OX=9606 GN=DPP3 PE=1 SV=2"	0	"FALSE"	192.323	51	28	1004	28	737	82.5	5.1	2252.13	28	0	190814544	249379232	204542656	214821392	269694912	238870256	132419664	151374304	182017408	243842848	229163440	237498144
"IsMasterProtein"	"P02538"	"SWISS-PROT:P02538 Tax_Id=9606 Gene_Symbol=KRT6A Keratin, type II cytoskeletal 6A"	0	"TRUE"	130.931	43	28	875	3	564	60	8	1338.57	28	1	4887838	5998375	6375702	19122122	12481625	17393370	13663529	5829753	6371443	5470667.5	5679281.5	5425712
"IsMasterProtein"	"Q13308"	"Inactive tyrosine-protein kinase 7 OS=Homo sapiens OX=9606 GN=PTK7 PE=1 SV=2"	0	"FALSE"	209.749	38	28	1259	28	1070	118.3	7.09	3112.8	28	0	528314880	458952032	488335712	463799520	468704192	458411040	941816576	827673984	816781760	524578144	515217120	538758656
"IsMasterProtein"	"P50851"	"Lipopolysaccharide-responsive and beige-like anchor protein OS=Homo sapiens OX=9606 GN=LRBA PE=1 SV=4"	0	"FALSE"	130.213	12	28	239	27	2863	318.9	5.6	346.25	28	1	37067684	48408576	40666728	11692180	12170299	14065527	12615482	13597767	15122774	14466384	17367848	15739180
"IsMasterProtein"	"Q07157"	"Tight junction protein ZO-1 OS=Homo sapiens OX=9606 GN=TJP1 PE=1 SV=3"	0	"FALSE"	152.283	21	28	368	27	1748	195.3	6.7	695.55	28	1	74742136	81145488	75389632	63996812	73614840	94642520	35136352	28293450	33482146	41675828	62737724	54182248
"IsMasterProtein"	"P04259"	"SWISS-PROT:P04259 Tax_Id=9606 Gene_Symbol=KRT6B Keratin, type II cytoskeletal 6B"	0	"TRUE"	129.901	40	28	885	2	564	60	8	1337.99	28	10	3328034.5	2887450.75	25089730	21906276	25052524	13265387	133647352	1684352.25	2778382	14985423	1827998.5	4479501
"IsMasterProtein"	"Q7Z406"	"Myosin-14 OS=Homo sapiens OX=9606 GN=MYH14 PE=1 SV=2"	0	"FALSE"	125.236	16	28	312	21	1995	227.7	5.6	628.93	28	0	18564186	20297890	17991754	29723958	25406160	30295216	12446674	12921082	9213307	10350808	12541235	13987888
"IsMasterProtein"	"Q92598"	"Heat shock protein 105 kDa OS=Homo sapiens OX=9606 GN=HSPH1 PE=1 SV=1"	0	"FALSE"	188.661	40	28	663	26	858	96.8	5.39	1591.26	28	1	132910472	148765840	155888672	122818192	143330048	159914064	69008416	68797976	84680792	106361456	110435592	129420568
"IsMasterProtein"	"O75643"	"U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens OX=9606 GN=SNRNP200 PE=1 SV=2"	0	"FALSE"	126.672	17	28	270	28	2136	244.4	6.06	453.2	28	0	22092230	25297276	21889954	11942173	15724721	13517376	10122974	10603909	11171390	12823984	15007229	13664698
"IsMasterProtein"	"Q14839"	"Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=2"	0	"FALSE"	162.752	18	28	413	21	1912	217.9	5.86	683.51	28	5	66815124	73105688	69274848	45432156	45055348	58872436	33854808	36295220	40437860	54453416	63124252	58630896
"IsMasterProtein"	"P01030"	"SWISS-PROT:P01030 (Bos taurus) similar to Complement C4-A precursor"	0	"TRUE"	137.866	19	28	482	4	1741	192.7	7.43	888.96	28	0	3484171.75	2760123.75	7338999	2332789.25	2512153.5	2698299.5	4848157.5	4921914	1242869.625	4727901.5	6153838	6657960.5
"IsMasterProtein"	"P08779"	"SWISS-PROT:P08779 Tax_Id=9606 Gene_Symbol=KRT16 Keratin, type I cytoskeletal 16"	0	"TRUE"	185.994	57	28	558	15	473	51.2	5.05	1047.75	28	8	20817960	40086052	46583292	62173128	52618772	44774484	281975552	26302480	33090040	37551896	21300862	29085368
"IsMasterProtein"	"Q9UIQ6"	"Leucyl-cystinyl aminopeptidase OS=Homo sapiens OX=9606 GN=LNPEP PE=1 SV=3"	0	"FALSE"	184.113	32	28	812	28	1025	117.3	5.73	1579.26	28	0	170330064	154693664	154544400	138858944	123197904	128322120	52637044	52188336	52136936	178762752	169081808	183314928
"IsMasterProtein"	"P07355"	"Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2"	0	"FALSE"	187.169	74	27	1041	27	339	38.6	7.75	2016.67	27	0	323331840	404809856	332892992	434828288	451024064	359122208	346932512	256544192	335382944	211415456	256747200	234658160
"IsMasterProtein"	"Q9NZ08"	"Endoplasmic reticulum aminopeptidase 1 OS=Homo sapiens OX=9606 GN=ERAP1 PE=1 SV=3"	0	"FALSE"	166.049	37	27	674	27	941	107.2	6.46	1242.77	27	0	86386672	81913120	89239896	58505324	67442752	79343344	86146280	104779888	99800160	66365260	63864068	60406452
"IsMasterProtein"	"O43491"	"Band 4.1-like protein 2 OS=Homo sapiens OX=9606 GN=EPB41L2 PE=1 SV=1"	0	"FALSE"	179.897	35	27	437	26	1005	112.5	5.44	897.55	27	1	112996632	122068792	126397192	66510728	62018952	76110272	35697872	25186098	38824764	50957364	60492968	50534220
"IsMasterProtein"	"P41252"	"Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=IARS1 PE=1 SV=2"	0	"FALSE"	128.392	26	27	275	27	1262	144.4	6.15	401.84	27	0	45898364	50020044	44461656	12784019	12094128	12101121	15968892	20351366	23128808	20806122	18487608	18846190
"IsMasterProtein"	"O43852"	"Calumenin OS=Homo sapiens OX=9606 GN=CALU PE=1 SV=2"	0	"FALSE"	286.922	73	27	3520	27	315	37.1	4.64	9756.29	27	0	849469120	1375751424	1143597440	1431587200	1389835776	1225545600	1422624896	864262272	907743040	902089088	768411904	792336128
"IsMasterProtein"	"P35527"	"SWISS-PROT:P35527 Tax_Id=9606 Gene_Symbol=KRT9 Keratin, type I cytoskeletal 9"	0	"TRUE"	242.336	43	27	968	26	623	62.1	5.3	1992.87	27	0	129164608	412582688	153025520	620001472	396768960	322713664	278092384	184183792	165844976	345035200	245978768	351459712
"IsMasterProtein"	"P20700"	"Lamin-B1 OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=2"	0	"FALSE"	155.088	51	26	985	23	586	66.4	5.16	1615.61	26	0	139339344	131515760	136969408	208637296	198261632	247678672	79540536	72950792	82517712	167806544	190103840	159499760
"IsMasterProtein"	"Q03252"	"Lamin-B2 OS=Homo sapiens OX=9606 GN=LMNB2 PE=1 SV=4"	0	"FALSE"	129.317	47	26	412	23	620	69.9	5.59	794.76	26	2	100384080	104669696	94499952	99940720	93967608	114886280	66005164	68021568	73478224	82392080	86703160	76392680
"IsMasterProtein"	"Q02809"	"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 OS=Homo sapiens OX=9606 GN=PLOD1 PE=1 SV=2"	0	"FALSE"	194.292	43	26	1265	26	727	83.5	6.95	2688.79	26	0	357711520	433499424	327875840	342136320	388983040	276473568	252757072	261600496	259254992	270400960	265698416	231993248
"IsMasterProtein"	"P31948"	"Stress-induced-phosphoprotein 1 OS=Homo sapiens OX=9606 GN=STIP1 PE=1 SV=1"	0	"FALSE"	125.23	38	26	371	26	543	62.6	6.8	615.68	26	0	101296888	113955200	94710464	124094832	129717760	105576696	71082192	58013388	77272288	59625168	53084776	71738144
"IsMasterProtein"	"P35606"	"Coatomer subunit beta' OS=Homo sapiens OX=9606 GN=COPB2 PE=1 SV=2"	0	"FALSE"	144.193	36	26	467	26	906	102.4	5.27	956.43	26	0	93210832	98707192	103491768	55411264	62086836	70858232	56484148	67787216	72028040	73246912	64443360	71306928
"IsMasterProtein"	"Q08211"	"ATP-dependent RNA helicase A OS=Homo sapiens OX=9606 GN=DHX9 PE=1 SV=4"	0	"FALSE"	135.041	25	26	362	26	1270	140.9	6.84	615.88	26	0	59362208	82558224	72331784	41676708	43522872	39172164	33137858	37195552	42698932	38808324	42132912	42290216
"IsMasterProtein"	"P05067"	"Amyloid-beta precursor protein OS=Homo sapiens OX=9606 GN=APP PE=1 SV=3"	0	"FALSE"	227.979	35	26	4102	25	770	86.9	4.82	8067.1	26	2	3082215680	2945108224	2648779520	5150020096	4883296256	4557649408	3716673024	2500512256	2737207296	2717821440	2378671616	2797143040
"IsMasterProtein"	"O00462"	"Beta-mannosidase OS=Homo sapiens OX=9606 GN=MANBA PE=1 SV=3"	0	"FALSE"	139.875	31	25	855	24	879	100.8	5.52	1347.77	25	1	305738496	265844480	258926032	250369856	231798592	243590416	215558896	197133088	171523232	162876544	145810112	148454112
"IsMasterProtein"	"Q7KZ85"	"Transcription elongation factor SPT6 OS=Homo sapiens OX=9606 GN=SUPT6H PE=1 SV=2"	0	"FALSE"	136.344	22	25	214	25	1726	198.9	4.91	422.76	25	0	14410540	19039028	22838660	17610018	16882898	20138624	8777516	10784581	12510562	10078681	14659390	13199420
"IsMasterProtein"	"O75096"	"Low-density lipoprotein receptor-related protein 4 OS=Homo sapiens OX=9606 GN=LRP4 PE=1 SV=4"	0	"FALSE"	129.078	18	25	268	25	1905	211.9	5.27	376.17	25	0	17111550	17541672	16712842	10319580	7721198	10128937	33477790	26597282	27757244	16448612	14286746	17876124
"IsMasterProtein"	"Q02880"	"DNA topoisomerase 2-beta OS=Homo sapiens OX=9606 GN=TOP2B PE=1 SV=3"	0	"FALSE"	126.894	20	25	242	19	1626	183.2	8	579.75	25	6	41868000	45870224	36246492	32958062	32382382	32626326	43329188	33830356	35624748	18705114	20523188	20586244
